season,wingspan,height_w_shoes,standing_reach,body_fat_pct,hand_length,hand_width,name
2006,,,,,,,Marcus Vinicius
2006,,,,,,,Lior Eliyahu
2006,,81,,,,,Alexander Johnson
2006,74,73,94,,,,Dee Brown
2006,85.5,79.25,105.5,9.7,,,Paul Millsap
2006,,,,,,,Vladimir Veremeenko
2006,84,80,,,,,Leon Powe
2006,,85,,,,,Ryan Hollins
2006,,,,,,,Cheikh Samb
2006,,,,,,,Guillermo Diaz
2006,,,,,,,Yotam Halperin
2006,,76,,,,,Hassan Adams
2006,,,,,,,Ejike Ugboaja
2006,,,,,,,Edin Bavcic
2006,,,,,,,Loukas Mavrokefalidis
2006,,,,,,,JR Pinnock
2006,,,,,,,Damir Markota
2006,78,72.5,96.5,7.2,,,Will Blalock
2005,87,84.25,110.5,,,,Andrew Bogut
2005,87.5,80.25,108,,,,Marvin Williams
2005,78.25,74.75,98,,,,Deron Williams
2005,76.25,73,93,,,,Chris Paul
2005,76.25,72.25,98,,,,Raymond Felton
2005,83,79.5,106,,,,Martell Webster
2005,84.25,81.5,109,,,,Charlie Villanueva
2005,86.5,82.5,110.5,,,,Channing Frye
2005,87.5,80,109,,,,Ike Diogu
2005,90,,,,,,Andrew Bynum
2005,,,,,,,Fran Vazquez
2005,,,,,,,Yaroslav Korolev
2005,85.25,80.5,105,,,,Sean May
2005,82.75,76,103.5,,,,Rashad McCants
2005,80.75,78.25,104.5,,,,Antoine Wright
2005,80,78.5,104,,,,Joey Graham
2005,85.5,80.5,103,,,,Danny Granger
2005,81.75,79.25,104,,,,Gerald Green
2005,86,80.5,108,,,,Hakim Warrick
2005,84.5,79,107.5,,,,Julius Hodge
2005,73,69,91.5,6.7,,,Nate Robinson
2005,79.5,75.5,100,,,,Jarrett Jack
2005,82.75,79,103,,,,Francisco Garcia
2005,77.25,75,98.5,,,,Luther Head
2005,,,,,,,Johan Petro
2005,87.25,78.25,107,,,,Jason Maxiell
2005,,80,,,,,Linas Kleiza
2005,91,,,,,,Ian Mahinmi
2005,84,81,107,,,,Wayne Simien
2005,84,81,106.5,,,,David Lee
2005,,73,,,,,Salim Stoudamire
2005,,75,,,,,Daniel Ewing
2005,86.5,80,106.5,9.3,,,Brandon Bass
2005,,,,,,,CJ Miles
2005,,,,,,,Ricky Sanchez
2005,85.25,81,109.5,,,,Ersan Ilyasova
2005,85.5,81.25,106.5,,,,Ronny Turiaf
2005,71.75,73,93.5,,,,Travis Diener
2005,,77,,,,,Von Wafer
2005,74.75,75.25,98,,,,Monta Ellis
2005,,,,,,,Roko Ukic
2005,85.75,81.5,109,,,,Chris Taft
2005,,,,,,,Mile Ilic
2005,83.25,87,112.5,,,,Martynas Andriuskevicius
2005,,75,,,,,Lou Williams
2005,,,,,,,Erazem Lorbek
2005,82,74.5,100.5,,,,Bracey Wright
2005,,,,,,,Mickael Gelabale
2005,,,,,,,Andray Blatche
2005,86,79,106.5,,,,Ryan Gomes
2005,86,81,108,,,,Robert Whaley
2005,,,,,,,Axel Hervelle
2005,,76,,,,,Orien Greene
2005,81.75,80,105.5,,,,Dijon Thompson
2005,81.5,81,106.5,9.3,,,Lawrence Roberts
2005,88,69,,,,,Amir Johnson
2005,87.5,84,110,,,,Marcin Gortat
2005,,,,,,,Uros Slokar
2005,,,,,,,Cenk Akyol
2005,84,76.75,102.5,,,,Alex Acker
2004,88.5,82.25,111.5,10.5,,,Dwight Howard
2004,88,82,110.5,5.3,,,Emeka Okafor
2004,80.5,74.25,99,5.3,,,Ben Gordon
2004,83,79.5,105.5,6.7,,,Shaun Livingston
2004,79.5,75,98.5,5.3,,,Devin Harris
2004,83,79.25,105,9.3,,,Josh Childress
2004,84.5,80,108.5,6.7,,,Luol Deng
2004,88,83,,,,,Rafael Araujo
2004,83,78.75,105.5,6.7,,,Andre Iguodala
2004,80.5,79,103,8,,,Luke Jackson
2004,86,,,9.3,,,Andris Biedrins
2004,,,,,,,Robert Swift
2004,,,,,,,Sebastian Telfair
2004,84.5,81.5,106.5,6.7,,,Kris Humphries
2004,86.5,81.75,110,10.5,,,Al Jefferson
2004,81,78.75,104,9.3,,,Kirk Snyder
2004,84,80.25,106.5,6.7,,,Josh Smith
2004,82,78.75,104,6.7,,,JR Smith
2004,81,,,,,,Dorell Wright
2004,74.5,72.5,95,8,,,Jameer Nelson
2004,89.75,89,116,16.3,,,Pavel Podkolzin
2004,,,,,,,Viktor Khryapa
2004,83,,,,,,Sergei Monia
2004,78,74.75,99.5,6.7,,,Delonte West
2004,81,76.25,102,6.7,,,Tony Allen
2004,80,79,,,,,Kevin Martin
2004,77.5,79,101,14.1,,,Sasha Vujacic
2004,76.5,75.75,98,9.3,,,Beno Udrih
2004,,85,,,,,David Harrison
2004,85,,,,,,Anderson Varejao
2004,84,82.75,105.5,6.7,,,Jackson Vroman
2004,89.5,87.25,111.5,6.7,,,Peter John Ramos
2004,,73,,,,,Lionel Chalmers
2004,85,79,,,,,Donta Smith
2004,81,76.5,100,6.7,,,Andre Emmett
2004,78.5,72.75,96.5,9.9,,,Antonio Burks
2004,,75,,,,,Royal Ivey
2004,78.5,73.25,98,6.7,,,Chris Duhon
2004,,,,,,,Albert Miralles
2004,,80,,,,,Justin Reed
2004,,,,,,,David Young
2004,,,,,,,Viktor Sanikidze
2004,86,80.25,107.5,8,,,Trevor Ariza
2004,79.5,76.25,100.5,6,,,Tim Pickett
2004,82,78.5,102,6,,,Bernard Robinson
2004,,,,,,,Ha Ha
2004,86,82,108.5,9.3,,,Pape Sow
2004,79,76.25,101.5,8,,,Ricky Minard
2004,84,83.5,109.5,10.5,,,Sergei Lishouk
2004,,,,,,,Vassilis Spanoulis
2004,,,,,,,Christian Drejer
2004,83,75.25,102.5,6,,,Romain Sato
2004,85,81.5,108.5,10.8,,,Matt Freije
2004,82,77,101.5,5.3,,,Rickey Paulding
2004,79.5,73.75,98.5,6,,,Luis Flores
2004,88,,111.5,13.7,,,Marcus Douthit
2004,,,,,,,Sergei Karaulov
2004,,,,,,,Blake Stepp
2004,82,74,98.5,8,,,Rashad Wright
2003,84.25,,106.25,6.7,,,LeBron James
2003,89,,111.5,8,,,Darko Milicic
2003,84,80,105.5,8,,,Carmelo Anthony
2003,87.5,82,109,8,,,Chris Bosh
2003,82.75,76,102,6.7,,,Dwyane Wade
2003,83.75,85,110.5,16.3,,,Chris Kaman
2003,78,75,98.5,5.3,,,Kirk Hinrich
2003,71.5,72,93.5,6.7,,,T.J. Ford
2003,85,80,107.5,14.1,,,Michael Sweetney
2003,,79,,,,,Jarvis Hayes
2003,,,,,,,Mickael Pietrus
2003,85.5,81,108,17,,,Nick Collison
2003,,74,,,,,Marcus Banks
2003,75,74,95.5,5.3,,,Luke Ridnour
2003,,78,,,,,Reece Gaines
2003,77,73,97.5,5.3,,,Troy Bell
2003,,,,,,,Zarko Cabarkapa
2003,88.25,81,108.25,8,,,David West
2003,,,,,,,Sasha Pavlovic
2003,81,78,102.5,2.6,,,Dahntay Jones
2003,,,,,,,Boris Diaw
2003,,,,,,,Zoran Planinic
2003,88,,,,,,Travis Outlaw
2003,86,81,109,10.5,,,Brian Cook
2003,77,,,,,,Carlos Delfino
2003,,,,,,,Ndudi Ebi
2003,88,,,,,,Kendrick Perkins
2003,82,,,,,,Leandro Barbosa
2003,86,79,105.5,6,,,Josh Howard
2003,,,,,,,Maciej Lampe
2003,78.5,80,102,11.7,,,Jason Kapono
2003,80.5,80,104,9.3,,,Luke Walton
2003,84.5,82,107,9.9,,,Jerome Beasley
2003,,,,,,,Sofoklis Schortsanitis
2003,,,,,,,Szymon Szewczyk
2003,,,,,,,Mario Austin
2003,78.5,78,100.5,6,,,Travis Hansen
2003,77,75,,,,,Steve Blake
2003,,,,,,,Slavko Vranes
2003,81,75,96.25,5.3,,,Derrick Zimmerman
2003,79.25,76,100,8,,,Willie Green
2003,83,,,,,,Zaza Pachulia
2003,81.25,77,101,8,,,Keith Bogans
2003,,,,,,,Malick Badiane
2003,80.75,82,105.5,13.6,,,Matt Bonner
2003,,,,,,,Sani Becirovic
2003,77.5,73,98.5,6.7,,,Mo Williams
2003,90.25,,110,21.4,,,James Lang
2003,86.5,80,107.5,6.7,,,James Jones
2003,,,,,,,Paccelis Morlende
2003,81.5,79,102.5,6.7,,,Kyle Korver
2003,,,,,,,Remon Van de Hare
2003,86.5,75,107.5,6.7,,,Tommy Smith
2003,,,,,,,Nedzad Sinanovic
2003,,,,,,,Rick Rickert
2003,86.75,79,105.5,8,,,Brandon Hunter
2003,,,,,,,Xue Yuyang
2003,,,,,,,Andreas Glyniadakis
2002,,,,,,,Yao Ming
2002,75.5,74,97,,,,Jay Williams
2002,81,75,106,,,,Mike Dunleavy
2002,84.5,82,106.5,,,,Drew Gooden
2002,,,,,,,Nikoloz Tskitishvili
2002,74,74,99,,,,Dajuan Wagner
2002,88.5,,109,,,,Nene
2002,85,82,107.5,,,,Chris Wilcox
2002,85.75,,108.5,,,,Amar'e Stoudemire
2002,83.5,79,103.5,,,,Caron Butler
2002,84.5,83,109,,,,Jared Jeffries
2002,88,82,111,,,,Melvin Ely
2002,84,82,107,,,,Marcus Haislip
2002,84,76,100,,,,Fred Jones
2002,,,,,,,Bostjan Nachbar
2002,,,,,,,Jiri Welsch
2002,80,75,,,,,Juan Dixon
2002,86.5,85,112,,,,Curtis Borchardt
2002,84,80,104.5,,,,Ryan Humphrey
2002,81.75,78,103.5,,,,Kareem Rush
2002,82,80,105,,,,Qyntel Woods
2002,,78,,,,,Casey Jacobsen
2002,86,81,,,,,Tayshaun Prince
2002,,,,,,,Nenad Krstic
2002,80,75,100.5,,,,Frank Williams
2002,82.25,79,104,,,,John Salmons
2002,,80,,,,,Chris Jefferies
2002,,73,,,,,Dan Dickau
2002,71.75,70,92.5,,,,Steve Logan
2002,,,,,,,Roger Mason Jr.
2002,83.75,83,109.5,,,,Robert Archibald
2002,84.5,79,104.5,,,,Vincent Yarbrough
2002,,83,,,,,Dan Gadzuric
2002,86.25,81,108.5,,,,Carlos Boozer
2002,,,,,,,Milos Vujanic
2002,,,,,,,David Andersen
2002,77,76,99,,,,Tito Maddox
2002,84,80,107,,,,Rod Grizzard
2002,,,,,,,Juan Carlos Navarro
2002,83.5,,109,,,,Mario Kasun
2002,79.5,75,100.5,,,,Flip Murray
2002,91,84,111,,,,Jason Jennings
2002,85.5,80,107.5,,,,Lonny Baxter
2002,86.75,79,107,8,,,Sam Clancy
2002,81,79,96.5,,,,Matt Barnes
2002,,83,,,,,Jamal Sampson
2002,83.5,79,104,,,,Chris Owens
2002,84.5,,109,,,,Peter Fehse
2002,85,81,108.5,,,,Darius Songaila
2002,,,,,,,Federico Kammerichs
2002,76.5,75,98.5,,,,Marcus Taylor
2002,84,79,105.5,,,,Rasual Butler
2002,83.5,80,104,,,,Tamar Slay
2002,,,,,,,Mladen Sekularac
2002,,,,,,,Luis Scola
2002,85,81,105,,,,Randy Holcomb
2002,82.75,81,106.5,,,,Corsley Edwards
2001,85,80,108,8.9,,,Kwame Brown
2001,87,,110,6.7,,,Tyson Chandler
2001,89,,,,,,Pau Gasol
2001,90.5,,111,16.5,,,Eddy Curry
2001,83.5,78,102.5,5.3,,,Jason Richardson
2001,82.5,80,105,9.3,,,Shane Battier
2001,87,82,110,4,,,Eddie Griffin
2001,90.5,,113,21,,,DeSagana Diop
2001,83.5,81,104.5,9.3,,,Rodney White
2001,81,80,105,6.7,,,Joe Johnson
2001,,,,,,,Kedrick Brown
2001,,,,,,,Vladimir Radmanovic
2001,84,79,103,6.7,,,Richard Jefferson
2001,83,83,105.5,11.7,,,Troy Murphy
2001,88,85,108,5.3,,,Steven Hunter
2001,84.25,81,106,10.5,,,Kirk Haston
2001,85.5,82,107,9.3,,,Michael Bradley
2001,88.5,85,110,12.9,,,Jason Collins
2001,88,81,,,,,Zach Randolph
2001,90.5,85,113.5,12.9,,,Brendan Haywood
2001,78.5,76,100.5,,,,Joseph Forte
2001,82.5,78,103.5,6.7,,,Jeryl Sasser
2001,81.5,77,99.5,9.3,,,Brandon Armstrong
2001,,,,,,,Raul Lopez
2001,,79,,,,,Gerald Wallace
2001,91,83,,,,,Samuel Dalembert
2001,79.5,75,97.5,13.6,,,Jamaal Tinsley
2001,85,81,,,,,Tony Parker
2001,80,77,99.5,5.3,,,Trenton Hassell
2001,81.5,75,99.5,5.3,,,Gilbert Arenas
2001,77.5,73,92,5.5,,,Omar Cook
2001,81.5,73,99.5,4,,,Will Solomon
2001,,81,,,,,Terence Morris
2001,81.75,81,105.5,13.6,,,Brian Scalabrine
2001,,76,,,,,Jeff Trepagnier
2001,83.75,81,104.5,6.7,,,Damone Brown
2001,,,,,,,Mehmet Okur
2001,83.5,79,106.5,9.3,,,Michael Wright
2001,78.75,73,97,4,,,Earl Watson
2001,80.75,76,102.5,6.7,,,Jamison Brewer
2001,84.25,79,105,6.7,,,Bobby Simmons
2001,88,85,111,12.9,,,Eric Chenowith
2001,,,,,,,Kyle Hill
2001,81.25,79,101,8,,,Sean Lampley
2001,89.5,85,113,9.3,,,Loren Woods
2001,,,,,,,Ousmane Cisse
2001,80.5,,106,,,,Antonis Fotsis
2001,88,80,109.5,9.9,,,Ken Johnson
2001,88,85,111,6,,,Ruben Boumtje-Boumtje
2001,82.5,81,102.5,8,,,Alton Ford
2001,83.75,80,105.5,11.7,,,Andre Hutson
2001,87,83,104,15.2,,,Jarron Collins
2001,76.5,74,98,6.7,,,Kenny Satterfield
2001,,,,,,,Maurice Jeffers
2001,,,,,,,Robertas Javtokas
2001,,83,,,,,Alvin Jones
2001,,,,,,,Bryan Bracey
2000,84,81,,,,,Kenyon Martin
2000,,81,,,,,Stromile Swift
2000,87,,,,,,Darius Miles
2000,81,81,,,,,Marcus Fizer
2000,,80,,,,,Mike Miller
2000,,81,,,,,DerMarr Johnson
2000,,85,,,,,Chris Mihm
2000,82,78,102.5,,,,Jamal Crawford
2000,86,85,,,,,Joel Przybilla
2000,,75,,,,,Keyon Dooling
2000,,,,,,,Jerome Moiso
2000,,81,,,,,Etan Thomas
2000,,77,,,,,Courtney Alexander
2000,,74,,,,,Mateen Cleaves
2000,,85,,,,,Jason Collier
2000,86,,,,,,Hedo Turkoglu
2000,,79,,,,,Desmond Mason
2000,84,78,,,,,Quentin Richardson
2000,90,83,,,,,Jamaal Magloire
2000,72,71,94.5,,,,Speedy Claxton
2000,82,79,,,,,Morris Peterson
2000,84.5,80,105.5,,,,Donnell Harvey
2000,,,,,,,DeShawn Stevenson
2000,,,,,,,Dalibor Bagaric
2000,,,,,,,Jake Tsakalidis
2000,,,,,,,Mamadou N'diaye
2000,86,,110,,,,Primoz Brezec
2000,,73,,,,,Erick Barkley
2000,84.5,81,104.5,,,,Mark Madsen
2000,81,,104,,,,Marko Jaric
2000,80,83,104,,,,Dan Langhi
2000,75.75,73,97.5,,,,A.J. Guyton
2000,,83,,,,,Jake Voskuhl
2000,73.5,70,93,,,,Khalid El-Amin
2000,80.5,80,103,,,,Mike Smith
2000,,,,,,,Soumaila Samake
2000,75.5,73,95,,,,Eddie House
2000,83.5,80,104.5,,,,Eduardo Najera
2000,80.5,77,101.5,,,,Lavor Postell
2000,,,,,,,Hanno Mottola
2000,,,,,,,Chris Carrawell
2000,,,,,,,Olumide Oyedeji
2000,81,78,102,,,,Michael Redd
2000,,80,,,,,Brian Cardinal
2000,86.5,83,109.5,,,,Jabari Smith
2000,,,,,,,DeeAndre Hulett
2000,,,,,,,Josip Sesar
2000,80,77,102.5,,,,Mark Karcher
2000,78,75,97.5,,,,Jason Hart
2000,,80,,,,,Kaniel Dickens
2000,77.25,,100,,,,Igor Rakocevic
2000,85.25,79,109.5,,,,Ernest Brown
2000,85.5,85,107,,,,Dan McClintock
2000,83,80,101.5,,,,Cory Hightower
2000,81.5,79,103.5,,,,Chris Porter
2000,74.5,75,96.5,,,,Jaquay Walls
2000,,,,,,,Scoonie Penn
2000,81.5,79,103.5,,,,Pete Mickeal
2000,86.5,82,109,,,,Malik Allen
2000,80.5,,103,,,,Harold Arceneaux
2000,87.5,,108,,,,Lamont Barnes
2000,84,,103,,,,Mario Bland
2000,83,,102,,,,Eric Coley
2000,76,,96.5,,,,Ed Cota
2000,79,,100,,,,Schea Cotton
2000,86,,107.5,,,,Caswell Cyrus
2000,82.5,,106.5,,,,Vassil Evtimov
2000,76,73,93,,,,Eddie Gill
2000,82,,104.5,,,,Ceedric Goodwyn
2000,84.5,,105.5,,,,Marcus Goree
2000,81.5,,103,,,,A.J. Granger
2000,83,,104.5,,,,Ron Hale
2000,80,,100.5,,,,Johnny Hemsley
2000,78.25,,98.5,,,,Michael Hermon
2000,70,,91,,,,Shaheen Holloway
2000,80,,100,,,,Jimmie Hunter
2000,83,,105.5,,,,Jacob Jaacks
2000,80.5,,104,,,,Nate Johnson
2000,85,,108,,,,Kenyon Jones
2000,83.25,,106.5,,,,Brandon Kurtz
2000,76.5,,97.5,,,,Justin Love
2000,82.5,,106,,,,Brian Montonati
2000,84.5,,105,,,,Gabe Muoneke
2000,87.5,,112.5,,,,Ndongo N'diaye
2000,82.5,,106,,,,Matthew Nielsen
2000,81.25,,104,,,,Reed Rawlings
2000,81.5,,104.5,,,,Damon Reed
2000,77.5,,94.5,,,,Aubrey Reese
2000,80,79,103.5,,,,Terrance Roberson
2000,75.75,,95.5,,,,Julius Doc Robinson
2000,75.5,,96,,,,Pepe Sanchez
2000,75,,94,,,,Matt Santangelo
2000,81,76,97.5,,,,Alex Scales
2000,87,,111.5,,,,Karim Shabazz
2000,83,,107.5,,,,Nick Sheppard
2000,81.25,,103,,,,Jarrett Stephens
2000,78.5,,101.5,,,,Bootsy Thornton
2000,90,,110,,,,Jameel Watkins
2001,84.5,,107,12.4,,,Adam Allenspach
2001,80.5,,99,5.3,,,Cookie Belcher
2001,79.5,75,97.5,6.7,,,Charlie Bell
2001,83.5,,104,8.6,,,Calvin Bowman
2001,76,,92.5,6.7,,,SirValiant Brown
2001,80.25,,99,8,,,Ryan Carroll
2001,83.5,,103,8,,,Gyasi Cline-Heard
2001,83.75,,107,13.6,,,Tate Decker
2001,86.5,,110.2,8,,,Robb Dryden
2001,80,77,101,4,,,Maurice Evans
2001,83.5,,101.5,12.9,,,Anthony Evans
2001,90,,109,3.9,,,Benjamin Eze
2001,82.75,,108.5,11.7,,,Kimani Ffriend
2001,78.25,,99,5.5,,,Jerry Green
2001,83.25,,101,6.7,,,Kenny Gregory
2001,86,,107.5,,,,Charles Hathaway
2001,81.25,,100.5,7.3,,,Michael Hicks
2001,82.75,,103,6,,,Nate James
2001,77.25,,97,6,,,Horace Jenkins
2001,89,,111.5,19.1,,,Darrell Johns
2001,78.75,,100,6.7,,,Darren Kelly
2001,75.5,,96.5,6.7,,,Zach Marbury
2001,84.5,,108.5,13.6,,,Mike Mardesich
2001,80.25,,99.5,6.7,,,DeMarcus Minor
2001,83.5,,103,5.3,,,Jamario Moon
2001,85.5,,106.5,8,,,Troy Ostler
2001,86.5,,110.5,11.7,,,Lazaros Papadopoulos
2001,73.5,,92,12.4,,,Rashad Phillips
2001,74.75,,94,12.4,,,Demetrius Porter
2001,80,,102.5,8,,,Martin Rancik
2001,76.5,,99,6,,,Norman Richardson
2001,89.75,,110.5,10.5,,,Lee Scruggs
2001,84.5,,102,7.3,,,Greg Stevenson
2001,85.75,,103.7,8,,,Damone Thornton
2001,83.25,,104.5,6.7,,,Tory Walker
2001,89,,109,11.2,,,Souleymane Wane
2001,85.5,,105.5,12.4,,,Brent Wright
2002,76,73,96,,,,Maurice Baker
2002,84,,107,,,,Lubos Barton
2002,85.75,,109,,,,Lee Benson
2002,74.25,,96,,,,J.R. Bremer
2002,79,,99,,,,Brian Brown
2002,88.5,,109.5,,,,Sylvere Bryan
2002,83.5,,109,,,,Chris Burgess
2002,78,,98,,,,Mire Chatman
2002,87.5,,109,,,,Chris Christoffersen
2002,85,,107,,,,Lenny Cooke
2002,78.25,,102,,,,Craig Dawson
2002,70.75,,90.5,,,,Teddy Dupay
2002,82.25,,102,,,,Andy Ellis
2002,86.5,80,107.5,,,,Reggie Evans
2002,79,,101,,,,David Graves
2002,73,74,94.5,,,,Lynn Greer
2002,79.75,75,99,,,,Anthony Grundy
2002,78,,99.5,,,,Damon Hancock
2002,75.75,,97,,,,Greg Harrington
2002,83,80,107,,,,Udonis Haslem
2002,73,,92,,,,Cordell Henry
2002,86.25,,112,,,,Lonnie Jones
2002,74.5,,96,,,,Sean Kennedy
2002,83.75,,109,,,,Kris Lang
2002,86,,108.5,,,,Muhammed Lasege
2002,86,,109.5,,,,Kevin Lyde
2002,84.5,,107,,,,Kei Madison
2002,78.5,,100,,,,Immanuel McElroy
2002,82,,105.5,,,,Aaron McGhee
2002,85.5,,105.5,,,,Elvin Mims
2002,82.25,,102,,,,Byron Mouton
2002,89.5,,112,,,,Uche Okafor
2002,74.5,73,96,,,,Jannero Pargo
2002,82,76,107.5,,,,Smush Parker
2002,79,,101,,,,Luke Recker
2002,85,,105.5,,,,Rolan Roberts
2002,82.5,,104.5,,,,Travis Robinson
2002,82,,108,,,,Brooks Sales
2002,79,,102,,,,Predrag Savovic
2002,83.5,,105.5,,,,Julian Sensley
2002,81.75,,106.5,,,,Israel Sheinfeld
2002,80.5,,103.5,,,,Preston Shumpert
2002,77.75,,99.5,,,,Jobey Thomas
2002,84.5,,103,,,,George Williams
2003,86.5,,106,10.5,,,Aloysius Anagonye
2003,83,,106.5,9.9,,,Rick Anderson
2003,78,,101.5,11.7,,,LaVell Blanchard
2003,76,,96,7.3,,,Jermaine Boyette
2003,86.25,,109,9.9,,,Souleymane Camara
2003,78.5,78,98.5,6.7,,,Matt Carroll
2003,81.25,,105.5,12.9,,,Joel Cornette
2003,82,78,103.5,4,,,Marquis Daniels
2003,84,,108,16.3,,,Aleksander Djuric
2003,79.25,,100.5,6,,,Ruben Douglas
2003,80.25,79,101,6.7,,,Ronald Dupree
2003,77.25,,98.5,8,,,Carl English
2003,82.5,,102,14.1,,,Ebi Ere
