name,draft_year,draft_number,college
Troy Hudson,1997,undrafted,Southern Illinois 
Nate Huffman,1997,undrafted,Central Michigan 
Damon Jones,1997,undrafted,Houston 
Jonathan Kerner,1997,undrafted,East Carolina 
Mikki Moore,1997,undrafted,Nebraska 
Ira Newble,1997,undrafted,Miami 
Mike Penberthy,1997,undrafted,The Master's 
Jamal Robinson,1997,undrafted,Virginia 
Shea Seals,1997,undrafted,Tulsa 
Alvin Sims,1997,undrafted,Louisville 
Michael Stewart,1997,undrafted,California 
Dedric Willoughby,1997,undrafted,Iowa State 
Trevor Winter,1997,undrafted,Minnesota 
Michael Olowokandi,1998,1,Pacific
Mike Bibby,1998,2,Arizona
Raef LaFrentz,1998,3,Kansas
Antawn Jamison,1998,4,North Carolina
Vince Carter,1998,5,North Carolina
Robert Traylor,1998,6,Michigan
Jason Williams,1998,7,Florida
Larry Hughes,1998,8,Saint Louis
Dirk Nowitzki,1998,9,none
Paul Pierce,1998,10,Kansas
Bonzi Wells,1998,11,Ball State
Michael Doleac,1998,12,Utah
Keon Clark,1998,13,Nevada-Las Vegas
Michael Dickerson,1998,14,Arizona
Matt Harpring,1998,15,Georgia Tech
Bryce Drew,1998,16,Valparaiso
Rasho Nesterovic,1998,17,none
Mirsad Turkcan,1998,18,none
Pat Garrity,1998,19,Notre Dame
Roshown McLeod,1998,20,Duke
Ricky Davis,1998,21,Iowa
Brian Skinner,1998,22,Baylor
Tyronn Lue,1998,23,Nebraska
Felipe Lopez,1998,24,St. John's (NY)
Al Harrington,1998,25,none
Sam Jacobson,1998,26,Minnesota
Vladimir Stepania,1998,27,none
Corey Benjamin,1998,28,Oregon State
Nazr Mohammed,1998,29,Kentucky
Ansu Sesay,1998,30,Mississippi
Ruben Patterson,1998,31,Cincinnati
Rashard Lewis,1998,32,none
Jelani McCoy,1998,33,California-Los Angeles
Shammond Williams,1998,34,North Carolina
Bruno Sundov,1998,35,none
Jerome James,1998,36,Florida A&M
Casey Shaw,1998,37,Toledo
DeMarco Johnson,1998,38,North Carolina-Charlotte
Rafer Alston,1998,39,Fresno State
Korleone Young,1998,40,none
Cuttino Mobley,1998,41,Rhode Island
Miles Simon,1998,42,Arizona
Jahidi White,1998,43,Georgetown
Sean Marks,1998,44,California
Toby Bailey,1998,45,California-Los Angeles
Andrae Patterson,1998,46,Indiana
Tyson Wheeler,1998,47,Rhode Island
Ryan Stack,1998,48,South Carolina
Cory Carr,1998,49,Texas Tech
Andrew Betts,1998,50,Long Beach State
Corey Brewer,1998,51,Oklahoma
Derrick Dial,1998,52,Eastern Michigan
Greg Buckner,1998,53,Clemson
Tremaine Fowlkes,1998,54,Fresno State
Ryan Bowen,1998,55,Iowa
J.R. Henderson,1998,56,California-Los Angeles
Torraye Braggs,1998,57,Xavier
Maceo Baston,1998,58,Michigan
Earl Boykins,1998,undrafted,Eastern Michigan 
Gerald Brown,1998,undrafted,Pepperdine 
Anthony Carter,1998,undrafted,Hawaii 
Sean Colson,1998,undrafted,Charlotte 
Rubén Garcés,1998,undrafted,Providence 
Steve Goodrich,1998,undrafted,Princeton 
Zendon Hamilton,1998,undrafted,St. John's 
Randell Jackson,1998,undrafted,Florida State 
Mike James,1998,undrafted,Duquesne 
Mark Jones,1998,undrafted,UCF 
Šar?nas Jasikevi?ius,1998,undrafted,Maryland 
Charles Jones,1998,undrafted,LIU Brooklyn 
Garth Joseph,1998,undrafted,Peristeri B.C. 
Kelly McCarty,1998,undrafted,Southern Miss 
Brad Miller,1998,undrafted,Purdue 
Makhtar N'Diaye,1998,undrafted,North Carolina 
Tyrone Nesby,1998,undrafted,UNLV 
Daniel Santiago,1998,undrafted,Saint Vincent 
Jeff Sheppard,1998,undrafted,Kentucky 
Billy Thomas,1998,undrafted,Kansas 
Elton Brand,1999,1,Duke
Steve Francis,1999,2,Maryland
Baron Davis,1999,3,California-Los Angeles
Lamar Odom,1999,4,Rhode Island
Jonathan Bender,1999,5,none
Wally Szczerbiak,1999,6,Miami (OH)
Richard Hamilton,1999,7,Connecticut
Andre Miller,1999,8,Utah
Shawn Marion,1999,9,Nevada-Las Vegas
Jason Terry,1999,10,Arizona
Trajan Langdon,1999,11,Duke
Aleksandar Radojevic,1999,12,Barton Community College
Corey Maggette,1999,13,Duke
William Avery,1999,14,Duke
Frederic Weis,1999,15,none
Metta World Peace,1999,16,St. John's (NY)
Cal Bowdler,1999,17,Old Dominion
James Posey,1999,18,Xavier
Quincy Lewis,1999,19,Minnesota
Dion Glover,1999,20,Georgia Tech
Jeff Foster,1999,21,Texas State
Kenny Thomas,1999,22,New Mexico
Devean George,1999,23,Augsburg
Andrei Kirilenko,1999,24,none
Tim James,1999,25,Miami (FL)
Vonteego Cummings,1999,26,Pittsburgh
Jumaine Jones,1999,27,Georgia
Scott Padgett,1999,28,Kentucky
Leon Smith,1999,29,none
John Celestand,1999,30,Villanova
Rico Hill,1999,31,Illinois State
Michael Ruffin,1999,32,Tulsa
Chris Herren,1999,33,Fresno State
Evan Eschmeyer,1999,34,Northwestern
Calvin Booth,1999,35,Penn State
Wang Zhi-zhi,1999,36,none
Obinna Ekezie,1999,37,Maryland
Laron Profit,1999,38,Maryland
A.J. Bramlett,1999,39,Arizona
Gordan Giricek,1999,40,none
Francisco Elson,1999,41,California
Louis Bullock,1999,42,Michigan
Lee Nailon,1999,43,Texas Christian
Tyrone Washington,1999,44,Mississippi State
Ryan Robertson,1999,45,Kansas
J.R. Koch,1999,46,Iowa
Todd MacCulloch,1999,47,Washington
Galen Young,1999,48,North Carolina-Charlotte
Lari Ketner,1999,49,Massachusetts
Venson Hamilton,1999,50,Nebraska
Antwain Smith,1999,51,Saint Paul's
Roberto Bergersen,1999,52,Boise State
Rodney Buford,1999,53,Creighton
Melvin Levett,1999,54,Cincinnati
Kris Clack,1999,55,Texas
Tim Young,1999,56,Stanford
Manu Ginobili,1999,57,none
Eddie Lucas,1999,58,Virginia Tech
Chris Andersen,1999,undrafted,Blinn College 
Michael Batiste,1999,undrafted,Arizona State 
Raja Bell,1999,undrafted,FIU 
Geno Carlisle,1999,undrafted,California 
Maurice Carter,1999,undrafted,LSU 
Tyrone Grant,1999,undrafted,St. John's 
Derek Hood,1999,undrafted,Arkansas 
Jermaine Jackson,1999,undrafted,Detroit 
Harold Jamison,1999,undrafted,Clemson 
Jason Miskiri,1999,undrafted,George Mason 
Milt Palacio,1999,undrafted,Colorado State 
Andy Panko,1999,undrafted,Lebanon Valley 
Pablo Prigioni,1999,undrafted,Obras Sanitarias 
Eddie Robinson,1999,undrafted,Central Oklahoma 
Guy Rucker,1999,undrafted,Iowa 
Jamel Thomas,1999,undrafted,Providence 
Wayne Turner,1999,undrafted,Kentucky 
Kenyon Martin,2000,1,Cincinnati
Stromile Swift,2000,2,Louisiana State
Darius Miles,2000,3,none
Marcus Fizer,2000,4,Iowa State
Mike Miller,2000,5,Florida
DerMarr Johnson,2000,6,Cincinnati
Chris Mihm,2000,7,Texas
Jamal Crawford,2000,8,Michigan
Joel Przybilla,2000,9,Minnesota
Keyon Dooling,2000,10,Missouri
Jerome Moiso,2000,11,California-Los Angeles
Etan Thomas,2000,12,Syracuse
Courtney Alexander,2000,13,Fresno State
Mateen Cleaves,2000,14,Michigan State
Jason Collier,2000,15,Georgia Tech
Hedo Turkoglu,2000,16,none
Desmond Mason,2000,17,Oklahoma State
Quentin Richardson,2000,18,DePaul
Jamaal Magloire,2000,19,Kentucky
Speedy Claxton,2000,20,Hofstra
Morris Peterson,2000,21,Michigan State
Donnell Harvey,2000,22,Florida
DeShawn Stevenson,2000,23,none
Dalibor Bagaric,2000,24,none
Jake Tsakalidis,2000,25,none
Mamadou N'diaye,2000,26,Auburn
Primoz Brezec,2000,27,none
Erick Barkley,2000,28,St. John's (NY)
Mark Madsen,2000,29,Stanford
Marko Jaric,2000,30,none
Dan Langhi,2000,31,Vanderbilt
A.J. Guyton,2000,32,Indiana
Jake Voskuhl,2000,33,Connecticut
Khalid El-Amin,2000,34,Connecticut
Mike Smith,2000,35,Louisiana-Monroe
Soumaila Samake,2000,36,none
Eddie House,2000,37,Arizona State
Eduardo Najera,2000,38,Oklahoma
Lavor Postell,2000,39,St. John's (NY)
Hanno Mottola,2000,40,Utah
Chris Carrawell,2000,41,Duke
Olumide Oyedeji,2000,42,none
Michael Redd,2000,43,Ohio State
Brian Cardinal,2000,44,Purdue
Jabari Smith,2000,45,Louisiana State
DeeAndre Hulett,2000,46,none
Josip Sesar,2000,47,none
Mark Karcher,2000,48,Temple
Jason Hart,2000,49,Syracuse
Kaniel Dickens,2000,50,Idaho
Igor Rakocevic,2000,51,none
Ernest Brown,2000,52,Indian Hills Community College
Dan McClintock,2000,53,Northern Arizona
Cory Hightower,2000,54,Indian Hills Community College
Chris Porter,2000,55,Auburn
Jaquay Walls,2000,56,Colorado
Scoonie Penn,2000,57,Ohio State
Pete Mickeal,2000,58,Cincinnati
Malik Allen,2000,undrafted,Villanova 
Desmond Ferguson,2000,undrafted,Detroit 
Richie Frahm,2000,undrafted,Gonzaga 
Eddie Gill,2000,undrafted,Weber State 
Paul McPherson,2000,undrafted,DePaul 
Terrance Roberson,2000,undrafted,Fresno State 
Pepe Sánchez,2000,undrafted,Temple 
Alex Scales,2000,undrafted,Oregon 
Ime Udoka,2000,undrafted,Portland State 
Kwame Brown,2001,1,none
Tyson Chandler,2001,2,none
Pau Gasol,2001,3,none
Eddy Curry,2001,4,none
Jason Richardson,2001,5,Michigan State
Shane Battier,2001,6,Duke
Eddie Griffin,2001,7,Seton Hall
DeSagana Diop,2001,8,none
Rodney White,2001,9,North Carolina-Charlotte
Joe Johnson,2001,10,Arkansas
Kedrick Brown,2001,11,Northwest Florida State
Vladimir Radmanovic,2001,12,none
Richard Jefferson,2001,13,Arizona
Troy Murphy,2001,14,Notre Dame
Steven Hunter,2001,15,DePaul
Kirk Haston,2001,16,Indiana
Michael Bradley,2001,17,Villanova
Jason Collins,2001,18,Stanford
Zach Randolph,2001,19,Michigan State
Brendan Haywood,2001,20,North Carolina
Joseph Forte,2001,21,North Carolina
Jeryl Sasser,2001,22,Southern Methodist
Brandon Armstrong,2001,23,Pepperdine
Raul Lopez,2001,24,none
Gerald Wallace,2001,25,Alabama
Samuel Dalembert,2001,26,Seton Hall
Jamaal Tinsley,2001,27,Iowa State
Tony Parker,2001,28,none
Trenton Hassell,2001,29,Austin Peay
Gilbert Arenas,2001,30,Arizona
Omar Cook,2001,31,St. John's (NY)
Will Solomon,2001,32,Clemson
Terence Morris,2001,33,Maryland
Brian Scalabrine,2001,34,Southern California
Jeff Trepagnier,2001,35,Southern California
Damone Brown,2001,36,Syracuse
Mehmet Okur,2001,37,none
Michael Wright,2001,38,Arizona
Earl Watson,2001,39,California-Los Angeles
Jamison Brewer,2001,40,Auburn
Bobby Simmons,2001,41,DePaul
Eric Chenowith,2001,42,Kansas
Kyle Hill,2001,43,Eastern Illinois
Sean Lampley,2001,44,California
Loren Woods,2001,45,Arizona
Ousmane Cisse,2001,46,none
Antonis Fotsis,2001,47,none
Ken Johnson,2001,48,Ohio State
Ruben Boumtje-Boumtje,2001,49,Georgetown
Alton Ford,2001,50,Houston
Andre Hutson,2001,51,Michigan State
Jarron Collins,2001,52,Stanford
Kenny Satterfield,2001,53,Cincinnati
Maurice Jeffers,2001,54,Saint Louis
Robertas Javtokas,2001,55,none
Alvin Jones,2001,56,Georgia Tech
Bryan Bracey,2001,57,Oregon
Carlos Arroyo,2001,undrafted,FIU 
Charlie Bell,2001,undrafted,Michigan State 
Tierre Brown,2001,undrafted,McNeese State 
Joe Crispin,2001,undrafted,Penn State 
Maurice Evans,2001,undrafted,Texas 
Tang Hamilton,2001,undrafted,Mississippi State 
Horace Jenkins,2001,undrafted,William Paterson 
Jamario Moon,2001,undrafted,Meridian CC 
Dean Oliver,2001,undrafted,Iowa 
Norman Richardson,2001,undrafted,Hofstra 
Paul Shirley,2001,undrafted,Iowa State 
Mike Wilks,2001,undrafted,Rice 
Yao Ming,2002,1,none
Jay Williams,2002,2,Duke
Mike Dunleavy,2002,3,Duke
Drew Gooden,2002,4,Kansas
Nikoloz Tskitishvili,2002,5,none
Dajuan Wagner,2002,6,Memphis
Nene,2002,7,none
Chris Wilcox,2002,8,Maryland
Amar'e Stoudemire,2002,9,none
Caron Butler,2002,10,Connecticut
Jared Jeffries,2002,11,Indiana
Melvin Ely,2002,12,Fresno State
Marcus Haislip,2002,13,Tennessee
Fred Jones,2002,14,Oregon
Bostjan Nachbar,2002,15,none
Jiri Welsch,2002,16,none
Juan Dixon,2002,17,Maryland
Curtis Borchardt,2002,18,Stanford
Ryan Humphrey,2002,19,Notre Dame
Kareem Rush,2002,20,Missouri
Qyntel Woods,2002,21,Northeast Mississippi Community College
Casey Jacobsen,2002,22,Stanford
Tayshaun Prince,2002,23,Kentucky
Nenad Krstic,2002,24,none
Frank Williams,2002,25,Illinois
John Salmons,2002,26,Miami (FL)
Chris Jefferies,2002,27,Fresno State
Dan Dickau,2002,28,Gonzaga
Steve Logan,2002,29,Cincinnati
Roger Mason Jr.,2002,30,Virginia
Robert Archibald,2002,31,Illinois
Vincent Yarbrough,2002,32,Tennessee
Dan Gadzuric,2002,33,California-Los Angeles
Carlos Boozer,2002,34,Duke
Milos Vujanic,2002,35,none
David Andersen,2002,36,none
Tito Maddox,2002,37,Fresno State
Rod Grizzard,2002,38,Alabama
Juan Carlos Navarro,2002,39,none
Mario Kasun,2002,40,none
Flip Murray,2002,41,Shaw
Jason Jennings,2002,42,Arkansas State
Lonny Baxter,2002,43,Maryland
Sam Clancy,2002,44,Southern California
Matt Barnes,2002,45,California-Los Angeles
Jamal Sampson,2002,46,California
Chris Owens,2002,47,Texas
Peter Fehse,2002,48,none
Darius Songaila,2002,49,Wake Forest
Federico Kammerichs,2002,50,none
Marcus Taylor,2002,51,Michigan State
Rasual Butler,2002,52,La Salle
Tamar Slay,2002,53,Marshall
Mladen Sekularac,2002,54,none
Luis Scola,2002,55,none
Randy Holcomb,2002,56,San Diego State
Corsley Edwards,2002,57,Central Connecticut State
Maurice Baker,2002,undrafted,Oklahoma State 
J. R. Bremer,2002,undrafted,St. Bonaventure 
Devin Brown,2002,undrafted,UTSA 
Josh Davis,2002,undrafted,Wyoming 
Reggie Evans,2002,undrafted,Iowa 
Lynn Greer,2002,undrafted,Temple 
Anthony Grundy,2002,undrafted,NC State 
Adam Harrington,2002,undrafted,Auburn 
Lorinza Harrington,2002,undrafted,Wingate 
Udonis Haslem,2002,undrafted,Florida 
Linton Johnson,2002,undrafted,Tulane 
Keith McLeod,2002,undrafted,Bowling Green 
Jannero Pargo,2002,undrafted,Arkansas 
Smush Parker,2002,undrafted,Fordham 
Predrag Savovi?,2002,undrafted,Hawaii 
Awvee Storey,2002,undrafted,Arizona State 
LeBron James,2003,1,none
Darko Milicic,2003,2,none
Carmelo Anthony,2003,3,Syracuse
Chris Bosh,2003,4,Georgia Tech
Dwyane Wade,2003,5,Marquette
Chris Kaman,2003,6,Central Michigan
Kirk Hinrich,2003,7,Kansas
T.J. Ford,2003,8,Texas
Michael Sweetney,2003,9,Georgetown
Jarvis Hayes,2003,10,Georgia
Mickael Pietrus,2003,11,none
Nick Collison,2003,12,Kansas
Marcus Banks,2003,13,Nevada-Las Vegas
Luke Ridnour,2003,14,Oregon
Reece Gaines,2003,15,Louisville
Troy Bell,2003,16,Boston College
Zarko Cabarkapa,2003,17,none
David West,2003,18,Xavier
Sasha Pavlovic,2003,19,none
Dahntay Jones,2003,20,Duke
Boris Diaw,2003,21,none
Zoran Planinic,2003,22,none
Travis Outlaw,2003,23,none
Brian Cook,2003,24,Illinois
Carlos Delfino,2003,25,none
Ndudi Ebi,2003,26,none
Kendrick Perkins,2003,27,none
Leandro Barbosa,2003,28,none
Josh Howard,2003,29,Wake Forest
Maciej Lampe,2003,30,Madrid (ESP)
Jason Kapono,2003,31,California-Los Angeles
Luke Walton,2003,32,Arizona
Jerome Beasley,2003,33,North Dakota
Sofoklis Schortsanitis,2003,34,none
Szymon Szewczyk,2003,35,none
Mario Austin,2003,36,Mississippi State
Travis Hansen,2003,37,Brigham Young
Steve Blake,2003,38,Maryland
Slavko Vranes,2003,39,none
Derrick Zimmerman,2003,40,Mississippi State
Willie Green,2003,41,Detroit Mercy
Zaza Pachulia,2003,42,none
Keith Bogans,2003,43,Kentucky
Malick Badiane,2003,44,none
Matt Bonner,2003,45,Florida
Sani Becirovic,2003,46,none
Mo Williams,2003,47,Alabama
James Lang,2003,48,none
James Jones,2003,49,Miami (FL)
Paccelis Morlende,2003,50,none
Kyle Korver,2003,51,Creighton
Remon Van de Hare,2003,52,none
Tommy Smith,2003,53,Arizona State
Nedzad Sinanovic,2003,54,none
Rick Rickert,2003,55,Minnesota
Brandon Hunter,2003,56,Ohio
Xue Yuyang,2003,57,none
Andreas Glyniadakis,2003,58,none
Earl Barron,2003,undrafted,Memphis 
Kevin Burleson,2003,undrafted,Minnesota 
Matt Carroll,2003,undrafted,Notre Dame 
Marquis Daniels,2003,undrafted,Auburn 
Ronald Dupree,2003,undrafted,LSU 
Noel Felix,2003,undrafted,Fresno State 
Hiram Fuller,2003,undrafted,Fresno State 
Britton Johnsen,2003,undrafted,Utah 
Brandin Knight,2003,undrafted,Pittsburgh 
Desmond Penigar,2003,undrafted,Utah State 
Kirk Penney,2003,undrafted,Wisconsin 
Josh Powell,2003,undrafted,NC State 
Kasib Powell,2003,undrafted,Texas Tech 
Quinton Ross,2003,undrafted,SMU 
Melvin Sanders,2003,undrafted,Oklahoma State 
James Singleton,2003,undrafted,Murray State 
Theron Smith,2003,undrafted,Ball State 
Dwight Howard,2004,1,none
Emeka Okafor,2004,2,Connecticut
Ben Gordon,2004,3,Connecticut
Shaun Livingston,2004,4,none
Devin Harris,2004,5,Wisconsin
Josh Childress,2004,6,Stanford
Luol Deng,2004,7,Duke
Rafael Araujo,2004,8,Brigham Young
Andre Iguodala,2004,9,Arizona
Luke Jackson,2004,10,Oregon
Andris Biedrins,2004,11,none
Robert Swift,2004,12,none
Sebastian Telfair,2004,13,none
Kris Humphries,2004,14,Minnesota
Al Jefferson,2004,15,none
Kirk Snyder,2004,16,Nevada-Reno
Josh Smith,2004,17,none
JR Smith,2004,18,none
Dorell Wright,2004,19,none
Jameer Nelson,2004,20,Saint Joseph's
Pavel Podkolzin,2004,21,none
Viktor Khryapa,2004,22,none
Sergei Monia,2004,23,none
Delonte West,2004,24,Saint Joseph's
Tony Allen,2004,25,Oklahoma State
Kevin Martin,2004,26,Western Carolina
Sasha Vujacic,2004,27,none
Beno Udrih,2004,28,none
David Harrison,2004,29,Colorado
Anderson Varejao,2004,30,none
Jackson Vroman,2004,31,Iowa State
Peter John Ramos,2004,32,none
Lionel Chalmers,2004,33,Xavier
Donta Smith,2004,34,Southeastern Illinois
Andre Emmett,2004,35,Texas Tech
Antonio Burks,2004,36,Memphis
Royal Ivey,2004,37,Brigham Young
Chris Duhon,2004,38,Duke
Albert Miralles,2004,39,none
Justin Reed,2004,40,Mississippi
David Young,2004,41,North Carolina Central
Viktor Sanikidze,2004,42,none
Trevor Ariza,2004,43,California-Los Angeles
Tim Pickett,2004,44,Florida State
Bernard Robinson,2004,45,Michigan
Ha Ha,2004,46,Yonsei (KOR)
Pape Sow,2004,47,Cal State-Fullerton
Ricky Minard,2004,48,Morehead State
Sergei Lishouk,2004,49,Miami (FL)
Vassilis Spanoulis,2004,50,none
Christian Drejer,2004,51,none
Romain Sato,2004,52,Xavier
Matt Freije,2004,53,Vanderbilt
Rickey Paulding,2004,54,Missouri
Luis Flores,2004,55,Manhattan
Marcus Douthit,2004,56,Providence
Sergei Karaulov,2004,57,none
Blake Stepp,2004,58,Gonzaga
Rashad Wright,2004,59,Georgia
Andre Barrett,2004,undrafted,Seton Hall 
Tony Bobbitt,2004,undrafted,Cincinnati 
Andre Brown,2004,undrafted,DePaul 
Erik Daniels,2004,undrafted,Kentucky 
John Edwards,2004,undrafted,Kent State 
Desmond Farmer,2004,undrafted,USC 
Gerald Fitch,2004,undrafted,Kentucky 
Renaldo Major,2004,undrafted,Fresno State 
Jared Reiner,2004,undrafted,Iowa 
James Thomas,2004,undrafted,Texas 
Damien Wilkins,2004,undrafted,Georgia 
Andrew Bogut,2005,1,Utah
Marvin Williams,2005,2,North Carolina
Deron Williams,2005,3,Illinois
Chris Paul,2005,4,Wake Forest
Raymond Felton,2005,5,North Carolina
Martell Webster,2005,6,none
Charlie Villanueva,2005,7,Connecticut
Channing Frye,2005,8,Arizona
Ike Diogu,2005,9,Arizona State
Andrew Bynum,2005,10,none
Fran Vazquez,2005,11,none
Yaroslav Korolev,2005,12,none
Sean May,2005,13,North Carolina
Rashad McCants,2005,14,North Carolina
Antoine Wright,2005,15,Texas A&M
Joey Graham,2005,16,Oklahoma State
Danny Granger,2005,17,New Mexico
Gerald Green,2005,18,none
Hakim Warrick,2005,19,Syracuse
Julius Hodge,2005,20,North Carolina State
Nate Robinson,2005,21,Washington
Jarrett Jack,2005,22,Georgia Tech
Francisco Garcia,2005,23,Louisville
Luther Head,2005,24,Illinois
Johan Petro,2005,25,none
Jason Maxiell,2005,26,Cincinnati
Linas Kleiza,2005,27,Missouri
Ian Mahinmi,2005,28,none
Wayne Simien,2005,29,Kansas
David Lee,2005,30,Florida
Salim Stoudamire,2005,31,Arizona
Daniel Ewing,2005,32,Duke
Brandon Bass,2005,33,Louisiana State
CJ Miles,2005,34,none
Ricky Sanchez,2005,35,none
Ersan Ilyasova,2005,36,none
Ronny Turiaf,2005,37,Gonzaga
Travis Diener,2005,38,Marquette
Von Wafer,2005,39,Florida State
Monta Ellis,2005,40,none
Roko Ukic,2005,41,none
Chris Taft,2005,42,Pittsburgh
Mile Ilic,2005,43,none
Martynas Andriuskevicius,2005,44,none
Lou Williams,2005,45,none
Erazem Lorbek,2005,46,none
Bracey Wright,2005,47,Indiana
Mickael Gelabale,2005,48,none
Andray Blatche,2005,49,none
Ryan Gomes,2005,50,Providence
Robert Whaley,2005,51,Walsh
Axel Hervelle,2005,52,none
Orien Greene,2005,53,Louisiana-Lafayette
Dijon Thompson,2005,54,California-Los Angeles
Lawrence Roberts,2005,55,Mississippi
Amir Johnson,2005,56,none
Marcin Gortat,2005,57,none
Uros Slokar,2005,58,none
Cenk Akyol,2005,59,none
Alex Acker,2005,60,Pepperdine
Lance Allred,2005,undrafted,Weber State 
Alan Anderson,2005,undrafted,Michigan State 
Kelenna Azubuike,2005,undrafted,Kentucky 
Sean Banks,2005,undrafted,Memphis 
Eddie Basden,2005,undrafted,Charlotte 
Will Bynum,2005,undrafted,Georgia Tech 
Will Conroy,2005,undrafted,Washington 
Yakhouba Diawara,2005,undrafted,Pepperdine 
Sharrod Ford,2005,undrafted,Clemson 
Deng Gai,2005,undrafted,Fairfield 
Stephen Graham,2005,undrafted,Oklahoma State 
Devin Green,2005,undrafted,Hampton 
Mike Harris,2005,undrafted,Rice 
Chuck Hayes,2005,undrafted,Kentucky 
Dwayne Jones,2005,undrafted,Saint Joseph's 
Keith Langford,2005,undrafted,Kansas 
John Lucas III,2005,undrafted,Oklahoma State 
Rawle Marshall,2005,undrafted,Oakland 
Ivan McFarlin,2005,undrafted,Oklahoma State 
Aaron Miles,2005,undrafted,Kansas 
Randolph Morris,2005,undrafted,Kentucky 
Andre Owens,2005,undrafted,Houston 
Kevinn Pinkney,2005,undrafted,Nevada 
Roger Powell,2005,undrafted,Illinois 
Ronnie Price,2005,undrafted,Utah Valley 
Shavlik Randolph,2005,undrafted,Duke 
Anthony Roberson,2005,undrafted,Florida 
Luke Schenscher,2005,undrafted,Georgia Tech 
Donell Taylor,2005,undrafted,UAB 
Matt Walsh,2005,undrafted,Florida 
Jawad Williams,2005,undrafted,North Carolina 
Andrea Bargnani,2006,1,none
